timestamp,close,ml_signal_shifted,position_change,ml_returns
2017-11-23,8943000.0,,,
2017-11-24,9195000.0,0.0,,0.0
2018-11-25,4616000.0,1.0,1.0,0.027604630454140633
2018-11-26,4371000.0,0.0,-1.0,-0.0
2018-11-27,4380000.0,1.0,1.0,0.002059025394646641
2018-11-28,4800000.0,0.0,-1.0,0.0
2018-11-29,4840000.0,1.0,1.0,0.008333333333333304
2018-12-01,4721000.0,0.0,-1.0,0.0
2018-12-02,4685000.0,1.0,1.0,-0.007625503071383211
2018-12-04,4457000.0,0.0,-1.0,0.0
2018-12-07,3868000.0,1.0,1.0,-0.024464060529634346
2018-12-09,4013000.0,0.0,-1.0,0.0
2018-12-11,3822000.0,1.0,1.0,-0.01874197689345314
2018-12-13,3721000.0,0.0,-1.0,-0.0
2018-12-15,3619000.0,1.0,1.0,-0.006315211422295408
2018-12-17,3923000.0,0.0,-1.0,0.0
2018-12-18,4088000.0,1.0,1.0,0.042059648228396584
2018-12-26,4293000.0,0.0,-1.0,0.0
2018-12-27,4124000.0,1.0,1.0,-0.03936641043559286
2018-12-28,4338000.0,0.0,-1.0,0.0
2018-12-29,4200000.0,1.0,1.0,-0.0318118948824343
2018-12-31,4200000.0,0.0,-1.0,-0.0
2019-01-03,4284000.0,1.0,1.0,-0.01449275362318836
2019-01-05,4294000.0,0.0,-1.0,-0.0
2019-01-07,4499000.0,1.0,1.0,-0.00464601769911499
2019-01-10,4087000.0,0.0,-1.0,-0.0
2019-01-14,4098000.0,1.0,1.0,0.034065102195306673
2019-01-15,4034000.0,0.0,-1.0,-0.0
2019-01-16,4052000.0,1.0,1.0,0.004462072384729732
2019-01-20,3984000.0,0.0,-1.0,-0.0
2019-01-21,3973000.0,1.0,1.0,-0.0027610441767068616
2019-02-03,3821000.0,0.0,-1.0,-0.0
2019-02-04,3822000.0,1.0,1.0,0.00026171159382371023
2019-02-12,3981000.0,0.0,-1.0,-0.0
2019-02-18,4236000.0,1.0,1.0,0.04851485148514856
2019-02-25,4255000.0,0.0,-1.0,0.0
2019-02-26,4228000.0,1.0,1.0,-0.006345475910693343
2019-02-28,4240000.0,0.0,-1.0,-0.0
2019-03-17,4425000.0,1.0,1.0,-0.004499437570303688
2019-03-22,4490000.0,0.0,-1.0,-0.0
2019-03-23,4507000.0,1.0,1.0,0.0037861915367483068
2019-03-24,4525000.0,0.0,-1.0,0.0
2019-03-26,4493000.0,1.0,1.0,0.0013371963449966273
2019-03-28,4550000.0,0.0,-1.0,0.0
2019-03-29,4641000.0,1.0,1.0,0.020000000000000018
2019-04-07,5910000.0,0.0,-1.0,0.0
2019-04-08,6091000.0,1.0,1.0,0.030626057529610895
2019-04-11,5860000.0,0.0,-1.0,-0.0
2019-04-12,5897000.0,1.0,1.0,0.00631399317406145
2019-04-13,5889000.0,0.0,-1.0,-0.0
2019-04-14,5958000.0,1.0,1.0,0.011716760061130982
2019-04-15,5860000.0,0.0,-1.0,-0.0
2019-04-16,6024000.0,1.0,1.0,0.027986348122866822
2019-04-17,6004000.0,0.0,-1.0,-0.0
2019-04-24,6415000.0,1.0,1.0,-0.005426356589147252
2019-04-26,6137000.0,0.0,-1.0,0.0
2019-05-04,6719000.0,1.0,1.0,0.01864766525166761
2019-05-07,6753000.0,0.0,-1.0,0.0
2019-05-10,7495000.0,1.0,1.0,0.030523855355424123
2019-05-20,9581000.0,0.0,-1.0,-0.0
2019-05-21,9509000.0,1.0,1.0,-0.007514873186515003
2019-05-23,9491000.0,0.0,-1.0,0.0
2019-05-26,10299000.0,1.0,1.0,0.07348342714196376
2019-05-27,10376000.0,0.0,-1.0,0.0
2019-05-31,10383000.0,1.0,1.0,0.025988142292490135
2019-06-01,10350000.0,0.0,-1.0,-0.0
2019-06-02,10505000.0,1.0,1.0,0.01497584541062813
2019-06-06,9495000.0,0.0,-1.0,-0.0
2019-06-07,9749000.0,1.0,1.0,0.02675092153765135
2019-06-08,9733000.0,0.0,-1.0,-0.0
2019-06-09,9474000.0,1.0,1.0,-0.02661050035960133
2019-06-11,9587000.0,0.0,-1.0,-0.0
2019-06-12,9803000.0,1.0,1.0,0.02253051006571405
2019-06-13,9935000.0,0.0,-1.0,0.0
2019-06-14,10462000.0,1.0,1.0,0.05304479114242566
2019-06-25,13941000.0,0.0,-1.0,0.0
2019-06-26,15854000.0,1.0,1.0,0.13722114625923543
2019-06-27,14028000.0,0.0,-1.0,-0.0
2019-07-05,13367000.0,1.0,1.0,-0.01241226449944588
2019-07-07,13652000.0,0.0,-1.0,0.0
2019-07-08,14570000.0,1.0,1.0,0.06724289481394674
2019-07-09,14940000.0,0.0,-1.0,0.0
2019-07-12,14199000.0,1.0,1.0,0.03115468409586053
2019-07-13,13810000.0,0.0,-1.0,-0.0
2019-07-15,13166000.0,1.0,1.0,0.05963782696177056
2019-07-16,11448000.0,0.0,-1.0,-0.0
2019-07-17,11648000.0,1.0,1.0,0.01747030048916831
2019-07-18,12659000.0,0.0,-1.0,0.0
2019-08-04,12958000.0,1.0,1.0,0.01448367650512794
2019-08-05,14181000.0,0.0,-1.0,0.0
2019-08-06,13782000.0,1.0,1.0,-0.02813623862915171
2019-08-12,13696000.0,0.0,-1.0,-0.0
2019-08-13,13147000.0,1.0,1.0,-0.04008469626168221
2019-08-16,12575000.0,0.0,-1.0,-0.0
2019-08-21,12293000.0,1.0,1.0,-0.050880172946263125
2019-08-26,12421000.0,0.0,-1.0,0.0
2019-08-27,12208000.0,1.0,1.0,-0.01714837774736333
2019-09-08,12370000.0,0.0,-1.0,-0.0
2019-09-09,12278000.0,1.0,1.0,-0.00743734842360555
2019-09-13,12306000.0,0.0,-1.0,-0.0
2019-09-16,12133000.0,1.0,1.0,-0.0029583367573342567
2019-09-20,12074000.0,0.0,-1.0,-0.0
2019-09-21,11891000.0,1.0,1.0,-0.015156534702666868
2019-09-26,9700000.0,0.0,-1.0,-0.0
2019-09-27,9833000.0,1.0,1.0,0.013711340206185474
2019-09-28,9874000.0,0.0,-1.0,0.0
2019-09-29,9670000.0,1.0,1.0,-0.020660320032408364
2019-10-01,9987000.0,0.0,-1.0,0.0
2019-10-03,9937000.0,1.0,1.0,-0.013893023717376218
2019-10-08,9728000.0,0.0,-1.0,-0.0
2019-10-09,10182000.0,1.0,1.0,0.04666940789473695
2019-10-21,9663000.0,0.0,-1.0,-0.0
2019-10-22,9470000.0,1.0,1.0,-0.01997309324226426
2019-10-24,8743000.0,0.0,-1.0,-0.0
2019-10-25,10063000.0,1.0,1.0,0.1509779251973007
2019-10-26,10730000.0,0.0,-1.0,0.0
2019-10-27,10975000.0,1.0,1.0,0.022833178005591703
2019-11-02,10851000.0,0.0,-1.0,0.0
2019-11-03,10765000.0,1.0,1.0,-0.007925536816883239
2019-11-13,10211000.0,0.0,-1.0,-0.0
2019-11-14,10075000.0,1.0,1.0,-0.013318969738517317
2019-11-21,9024000.0,0.0,-1.0,-0.0
2019-11-23,8670000.0,1.0,1.0,0.002196277886949538
2019-11-24,8218000.0,0.0,-1.0,-0.0
2019-11-25,8338000.0,1.0,1.0,0.014602092966658597
2019-11-26,8410000.0,0.0,-1.0,0.0
2019-12-15,8319000.0,1.0,1.0,0.005074302283436083
2019-12-16,8050000.0,0.0,-1.0,-0.0
2019-12-17,7742000.0,1.0,1.0,-0.03826086956521735
2019-12-18,8466000.0,0.0,-1.0,0.0
2019-12-24,8470000.0,1.0,1.0,-0.005868544600938996
2019-12-25,8370000.0,0.0,-1.0,-0.0
2020-01-03,8474000.0,1.0,1.0,0.05437352245862881
2020-01-04,8482000.0,0.0,-1.0,0.0
2020-01-07,9398000.0,1.0,1.0,0.060004511617414824
2020-01-11,9060000.0,0.0,-1.0,-0.0
2020-01-12,9213000.0,1.0,1.0,0.016887417218543144
2020-01-25,9745000.0,0.0,-1.0,-0.0
2020-01-26,9966000.0,1.0,1.0,0.02267829656233955
2020-02-06,11264000.0,0.0,-1.0,0.0
2020-02-07,11490000.0,1.0,1.0,0.020063920454545414
2020-03-01,10374000.0,0.0,-1.0,0.0
2020-03-11,9510000.0,1.0,1.0,-0.0066847712554836125
2020-03-20,7781000.0,0.0,-1.0,0.0
2020-03-21,7740000.0,1.0,1.0,-0.005269245598252148
2020-03-28,7656000.0,0.0,-1.0,-0.0
2020-03-29,7218000.0,1.0,1.0,-0.05721003134796243
2020-03-31,7799000.0,0.0,-1.0,0.0
2020-04-03,8156000.0,1.0,1.0,-0.002202104232933655
2020-04-06,8786000.0,0.0,-1.0,0.0
2020-04-07,8660000.0,1.0,1.0,-0.01434099704074665
2020-04-10,8414000.0,0.0,-1.0,-0.0
2020-04-11,8463000.0,1.0,1.0,0.005823627287853572
2020-04-12,8470000.0,0.0,-1.0,0.0
2020-04-13,8379000.0,1.0,1.0,-0.01074380165289257
2020-04-15,8108000.0,0.0,-1.0,-0.0
2020-04-17,8519000.0,1.0,1.0,-0.005022191076851201
2020-04-20,8387000.0,0.0,-1.0,-0.0
2020-04-21,8407000.0,1.0,1.0,0.0023846428997258418
2020-04-23,9057000.0,0.0,-1.0,0.0
2020-04-24,9100000.0,1.0,1.0,0.00474770895439991
2020-05-23,11140000.0,0.0,-1.0,0.0
2020-05-27,11163000.0,1.0,1.0,0.04045111380370958
2020-05-28,11579000.0,0.0,-1.0,0.0
2020-05-29,11398000.0,1.0,1.0,-0.01563174712842219
2020-05-30,11581000.0,0.0,-1.0,0.0
2020-05-31,11432000.0,1.0,1.0,-0.012865901044814776
2020-06-01,12112000.0,0.0,-1.0,0.0
2020-06-02,11520000.0,1.0,1.0,-0.04887714663143994
2020-06-04,11784000.0,0.0,-1.0,0.0
2020-06-05,11597000.0,1.0,1.0,-0.015868974881194875
2020-06-07,11687000.0,0.0,-1.0,0.0
2020-07-26,11715000.0,1.0,1.0,0.020737126426766617
2020-08-04,13319000.0,0.0,-1.0,0.0
2020-08-06,13884000.0,1.0,1.0,0.00296178574008521
2020-08-09,13820000.0,0.0,-1.0,-0.0
2020-08-10,13990000.0,1.0,1.0,0.012301013024601959
2020-08-16,13889000.0,0.0,-1.0,0.0
2020-08-18,14000000.0,1.0,1.0,-0.014362151506617904
2020-08-21,13781000.0,0.0,-1.0,-0.0
2020-08-22,13840000.0,1.0,1.0,0.004281256802844524
2020-08-23,13802000.0,0.0,-1.0,-0.0
2020-08-26,13561000.0,1.0,1.0,0.006307509646779508
2020-08-27,13401000.0,0.0,-1.0,-0.0
2020-08-28,13549000.0,1.0,1.0,0.011043951943884744
2020-08-29,13470000.0,0.0,-1.0,-0.0
2020-08-30,13671000.0,1.0,1.0,0.01492204899777283
2020-08-31,13739000.0,0.0,-1.0,0.0
2020-09-22,12344000.0,1.0,1.0,0.004393816110659143
2020-09-25,12455000.0,0.0,-1.0,-0.0
2020-10-11,12934000.0,1.0,1.0,0.0054415422885572
2020-10-18,13207000.0,0.0,-1.0,0.0
2020-10-20,13646000.0,1.0,1.0,0.017219530376444192
2020-11-02,15397000.0,0.0,-1.0,-0.0
2020-11-03,15881000.0,1.0,1.0,0.031434695070468255
2020-11-17,19332000.0,0.0,-1.0,0.0
2020-11-19,19802000.0,1.0,1.0,0.004463832809171064
2020-11-21,20351000.0,0.0,-1.0,-0.0
2020-11-22,20307000.0,1.0,1.0,-0.0021620559186280586
2020-11-25,20840000.0,0.0,-1.0,-0.0
2020-11-26,19225000.0,1.0,1.0,-0.0774952015355086
2020-12-01,20867000.0,0.0,-1.0,-0.0
2020-12-02,21097000.0,1.0,1.0,0.011022188143959388
2020-12-03,21179000.0,0.0,-1.0,0.0
2020-12-04,20569000.0,1.0,1.0,-0.028802115302894338
2020-12-07,20834000.0,0.0,-1.0,-0.0
2020-12-08,20010000.0,1.0,1.0,-0.03955073437649992
2020-12-15,21103000.0,0.0,-1.0,0.0
2020-12-17,24743000.0,1.0,1.0,0.08104683677036006
2020-12-18,25151000.0,0.0,-1.0,0.0
2020-12-19,26169000.0,1.0,1.0,0.040475527812015466
2020-12-20,25880000.0,0.0,-1.0,-0.0
2020-12-21,25387000.0,1.0,1.0,-0.019049459041731054
2020-12-23,26380000.0,0.0,-1.0,-0.0
2020-12-24,26503000.0,1.0,1.0,0.00466262319939359
2020-12-27,29319000.0,0.0,-1.0,-0.0
2021-01-01,32296000.0,1.0,1.0,0.007927095686910857
2021-01-02,35700000.0,0.0,-1.0,0.0
2021-01-05,38093000.0,1.0,1.0,0.044788809654415784
2021-01-06,40762000.0,0.0,-1.0,0.0
2021-01-10,43404000.0,1.0,1.0,-0.05061463756069817
2021-01-23,35493000.0,0.0,-1.0,-0.0
2021-01-24,35539000.0,1.0,1.0,0.0012960302031386206
2021-02-03,39357000.0,0.0,-1.0,0.0
2021-02-06,41725000.0,1.0,1.0,0.03218385117751832
2021-02-07,41921000.0,0.0,-1.0,0.0
2021-02-10,48550000.0,1.0,1.0,-0.0046946431866171645
2021-02-28,51798000.0,0.0,-1.0,-0.0
2021-03-01,56426000.0,1.0,1.0,0.08934707903780059
2021-04-24,60853000.0,0.0,-1.0,-0.0
2021-04-26,64198000.0,1.0,1.0,0.07248701114285239
2021-04-27,64767000.0,0.0,-1.0,0.0
2021-04-28,64100000.0,1.0,1.0,-0.010298454459832906
2021-05-01,69049000.0,0.0,-1.0,0.0
2021-05-02,68452000.0,1.0,1.0,-0.008646033975872158
2021-05-04,66829000.0,0.0,-1.0,-0.0
2021-05-05,68679000.0,1.0,1.0,0.0276825928863218
2021-05-06,68767000.0,0.0,-1.0,0.0
2021-05-07,68563000.0,1.0,1.0,-0.0029665391830383525
2021-05-14,61797000.0,0.0,-1.0,-0.0
2021-05-15,58807000.0,1.0,1.0,-0.04838422577147761
2021-05-21,49112000.0,0.0,-1.0,-0.0
2021-05-22,47460000.0,1.0,1.0,-0.033637400228050174
2021-05-25,47047000.0,0.0,-1.0,0.0
2021-05-27,46563000.0,1.0,1.0,-0.016101426307448485
2021-06-10,42836000.0,0.0,-1.0,-0.0
2021-06-11,43698000.0,1.0,1.0,0.020123260808665666
2021-06-12,41430000.0,0.0,-1.0,-0.0
2021-06-13,44746000.0,1.0,1.0,0.0800386193579532
2021-06-14,46501000.0,0.0,-1.0,0.0
2021-06-16,45295000.0,1.0,1.0,-0.023583177046282544
2021-06-23,39077000.0,0.0,-1.0,0.0
2021-06-26,37629000.0,1.0,1.0,0.012839147286821673
2021-06-27,39985000.0,0.0,-1.0,0.0
2021-07-01,39320000.0,1.0,1.0,-0.033289079018537615
2021-07-22,37925000.0,0.0,-1.0,-0.0
2021-07-23,39108000.0,1.0,1.0,0.03119314436387599
2021-07-24,40112000.0,0.0,-1.0,0.0
2021-07-26,43001000.0,1.0,1.0,0.04701728755782808
2021-07-31,47979000.0,0.0,-1.0,-0.0
2021-08-01,46274000.0,1.0,1.0,-0.03553638049980201
2021-08-11,52590000.0,0.0,-1.0,0.0
2021-08-14,54812000.0,1.0,1.0,-0.006056649621006049
2021-08-15,54636000.0,0.0,-1.0,-0.0
2021-08-16,53863000.0,1.0,1.0,-0.014148180686726741
2021-08-24,56134000.0,0.0,-1.0,-0.0
2021-08-25,57100000.0,1.0,1.0,0.017208821747960235
2021-09-09,55900000.0,0.0,-1.0,0.0
2021-09-10,55031000.0,1.0,1.0,-0.015545617173524096
2021-09-22,53856000.0,0.0,-1.0,0.0
2021-09-23,54410000.0,1.0,1.0,0.010286690433749301
2021-10-01,58348000.0,0.0,-1.0,0.0
2021-10-02,58228000.0,1.0,1.0,-0.0020566257626654094
2021-10-08,65951000.0,0.0,-1.0,0.0
2021-10-09,67057000.0,1.0,1.0,0.01677002623159618
2021-10-11,70921000.0,0.0,-1.0,0.0
2021-10-16,74806000.0,1.0,1.0,-0.011653102209068789
2021-10-17,75933000.0,0.0,-1.0,0.0
2021-10-18,76546000.0,1.0,1.0,0.008072906377991185
2021-10-19,78776000.0,0.0,-1.0,0.0
2021-10-23,74830000.0,1.0,1.0,0.006266473024581831
2021-10-24,74501000.0,0.0,-1.0,-0.0
2021-10-30,73413000.0,1.0,1.0,-0.015489217895075624
2021-10-31,72391000.0,0.0,-1.0,-0.0
2021-11-01,72401000.0,1.0,1.0,0.00013813871890144824
2021-11-17,73935000.0,0.0,-1.0,0.0
2021-11-20,73669000.0,1.0,1.0,0.025844902733488384
2021-12-05,61877000.0,0.0,-1.0,-0.0
2021-12-08,62217000.0,1.0,1.0,-0.015616100246819808
2021-12-10,59683000.0,0.0,-1.0,0.0
2021-12-11,61427000.0,1.0,1.0,0.02922105122061569
2021-12-12,62049000.0,0.0,-1.0,0.0
2021-12-14,59930000.0,1.0,1.0,0.022242690956230993
2021-12-19,58329000.0,0.0,-1.0,-0.0
2021-12-20,58011000.0,1.0,1.0,-0.005451833564779074
2021-12-21,60023000.0,0.0,-1.0,0.0
2021-12-22,59753000.0,1.0,1.0,-0.004498275660996587
2021-12-23,61490000.0,0.0,-1.0,0.0
2022-01-01,57915000.0,1.0,1.0,0.019917582417582347
2022-01-02,57531000.0,0.0,-1.0,-0.0
2022-01-05,53854000.0,1.0,1.0,-0.03871624154365172
2022-01-08,52142000.0,0.0,-1.0,0.0
2022-01-09,51678000.0,1.0,1.0,-0.008898776418242438
2022-01-11,52307000.0,0.0,-1.0,0.0
2022-01-12,53349000.0,1.0,1.0,0.019920851893628022
2022-01-18,51179000.0,0.0,-1.0,-0.0
2022-01-19,50333000.0,1.0,1.0,-0.01653021747201
2022-01-22,43375000.0,0.0,-1.0,-0.0
2022-01-26,45100000.0,1.0,1.0,0.004253045046649806
2022-01-27,45809000.0,0.0,-1.0,0.0
2022-01-29,47146000.0,1.0,1.0,0.011977333218854636
2022-01-30,47208000.0,0.0,-1.0,0.0
2022-02-07,53511000.0,1.0,1.0,0.034388772906518206
2022-02-11,51882000.0,0.0,-1.0,-0.0
2022-02-16,53298000.0,1.0,1.0,-0.009919750334373645
2022-02-18,49015000.0,0.0,-1.0,-0.0
2022-02-21,45450000.0,1.0,1.0,-0.035666546434406254
2022-02-22,46474000.0,0.0,-1.0,0.0
2022-02-23,45543000.0,1.0,1.0,-0.020032706459525706
2022-03-04,48450000.0,0.0,-1.0,-0.0
2022-03-05,48605000.0,1.0,1.0,0.0031991744066046657
2022-03-06,47745000.0,0.0,-1.0,-0.0
2022-03-15,48640000.0,1.0,1.0,-0.010799048219478968
2022-03-16,50389000.0,0.0,-1.0,0.0
2022-03-17,50069000.0,1.0,1.0,-0.006350592391196508
2022-03-18,50770000.0,0.0,-1.0,0.0
2022-03-20,50462000.0,1.0,1.0,-0.015279539467265124
2022-03-21,50128000.0,0.0,-1.0,-0.0
2022-03-23,52138000.0,1.0,1.0,0.008393934705245298
2022-03-28,56914000.0,0.0,-1.0,0.0
2022-03-30,56620000.0,1.0,1.0,-0.006405194349390242
2022-04-01,56369000.0,0.0,-1.0,0.0
2022-04-02,56050000.0,1.0,1.0,-0.005659138888396087
2022-04-03,56639000.0,0.0,-1.0,0.0
2022-04-12,50577000.0,1.0,1.0,0.010529470529470508
2022-04-16,50567000.0,0.0,-1.0,-0.0
2022-04-17,49962000.0,1.0,1.0,-0.011964324559495365
2022-04-20,51388000.0,0.0,-1.0,-0.0
2022-04-22,49937000.0,1.0,1.0,-0.017084932585375467
2022-04-23,49742000.0,0.0,-1.0,-0.0
2022-04-27,49954000.0,1.0,1.0,0.024130225311109754
2022-04-28,50580000.0,0.0,-1.0,0.0
2022-05-05,47647000.0,1.0,1.0,-0.05865734155207836
2022-05-07,46507000.0,0.0,-1.0,-0.0
2022-05-09,41002000.0,1.0,1.0,-0.08416350234532055
2022-05-22,38933000.0,0.0,-1.0,0.0
2022-05-28,37034000.0,1.0,1.0,0.005347883921057672
2022-05-29,37380000.0,0.0,-1.0,0.0
2022-06-01,37880000.0,1.0,1.0,-0.051173509004834306
2022-06-02,38392000.0,0.0,-1.0,0.0
2022-06-13,29372000.0,1.0,1.0,-0.1539835243965666
2022-06-24,27597000.0,0.0,-1.0,0.0
2022-06-25,27832000.0,1.0,1.0,0.008515418342573522
2022-06-26,27460000.0,0.0,-1.0,-0.0
2022-07-01,25556000.0,1.0,1.0,-0.017190324193362305
2022-07-03,25422000.0,0.0,-1.0,-0.0
2022-07-07,28115000.0,1.0,1.0,0.04307338428433627
2022-07-10,27317000.0,0.0,-1.0,-0.0
2022-07-16,27857000.0,1.0,1.0,0.012319209244857854
2022-07-18,29322000.0,0.0,-1.0,0.0
